Date,UserID,Product,Quantity,Price
2024-07-11,947,Laptop,4,840.57
2023-12-08,68,Monitor,5,525.34
2023-08-23,130,Printer,3,102.61
2023-10-01,608,Mouse,4,267.65
2024-02-08,601,Printer,1,906.58
2024-05-07,654,Mouse,3,458.17
2024-02-27,481,Mouse,1,636.99
2023-11-23,536,Printer,1,727.13
2024-02-10,902,Laptop,1,409.86
2024-02-02,140,Keyboard,1,271.59
2024-04-29,76,Printer,1,304.84
2023-08-25,979,Printer,4,384.14
2023-08-27,165,Laptop,2,138.34
2024-01-07,535,Monitor,2,747.11
2023-08-27,859,Monitor,1,760.93
2023-09-25,692,Printer,3,301.21
2023-09-18,435,Laptop,4,80.85
2024-05-27,32,Monitor,2,65.03
2024-02-17,867,Monitor,1,748.31
2024-04-07,607,Printer,1,605.93
2024-01-21,762,Monitor,5,969.98
2023-12-09,912,Laptop,3,440.83
2024-01-26,647,Keyboard,3,308.23
2023-08-29,62,Monitor,3,553.62
2023-10-06,305,Keyboard,4,535.47
2023-07-28,82,Keyboard,2,238.26
2023-10-22,648,Monitor,4,734.72
2024-06-27,810,Keyboard,4,87.37
2024-06-15,37,Mouse,3,406.73
2023-12-12,962,Laptop,3,485.96
2023-10-23,771,Printer,5,220.53
2023-11-11,520,Printer,4,654.19
2023-12-05,441,Printer,2,226.45
2023-10-22,142,Mouse,4,249.49
2024-02-13,192,Keyboard,2,553.66
2023-11-10,403,Keyboard,4,709.76
2023-12-09,788,Monitor,2,438.43
2024-02-17,508,Monitor,2,110.94
2023-09-21,880,Monitor,3,194.87
2024-06-04,667,Mouse,5,437.83
2024-03-18,150,Monitor,4,890.82
2024-06-30,934,Mouse,4,831.33
2024-05-10,38,Mouse,4,921.88
2023-09-22,462,Mouse,1,256.04
2024-04-27,714,Mouse,4,570.24
2023-11-05,976,Printer,2,171.19
2023-12-04,466,Monitor,4,753.14
2024-03-01,187,Keyboard,1,434.28
2024-06-08,222,Printer,2,827.92
2024-05-16,865,Printer,5,743.13
2024-03-08,158,Printer,1,236.64
2024-03-24,605,Monitor,5,26.23
2024-01-09,322,Laptop,3,617.86
2023-07-28,24,Keyboard,1,129.04
2024-02-17,915,Monitor,4,559.79
2024-07-10,370,Monitor,2,942.3
2023-07-25,63,Monitor,5,817.2
2023-11-13,590,Laptop,2,803.74
2023-08-13,323,Laptop,1,11.27
2024-01-19,795,Mouse,4,926.44
2024-05-11,897,Mouse,1,760.75
2023-12-19,536,Printer,5,381.65
2023-10-31,262,Keyboard,4,441.03
2023-07-28,832,Printer,4,290.23
2024-03-28,849,Keyboard,5,550.57
2024-04-12,465,Monitor,1,590.67
2023-11-20,375,Mouse,2,65.06
2024-04-19,183,Printer,5,245.84
2023-10-04,660,Laptop,5,705.62
2024-03-30,251,Mouse,1,341.07
2023-09-14,130,Monitor,4,115.74
2024-04-11,49,Laptop,5,543.78
2024-05-29,855,Printer,1,317.54
2024-04-10,595,Monitor,5,526.06
2023-12-04,539,Mouse,1,302.9
2023-08-23,799,Mouse,1,898.26
2023-11-26,399,Monitor,1,564.67
2023-09-27,454,Printer,5,275.12
2024-04-03,324,Printer,4,960.03
2024-01-09,723,Mouse,2,227.92
2024-04-06,879,Printer,2,493.95
2023-09-04,35,Monitor,3,388.39
2024-03-22,160,Printer,2,460.93
2024-02-04,754,Printer,5,659.28
2023-11-10,783,Keyboard,1,882.33
2024-01-14,338,Keyboard,2,975.91
2024-07-08,249,Monitor,5,373.66
2023-07-20,177,Keyboard,3,427.73
2023-11-13,931,Printer,4,330.79
2024-07-11,745,Printer,4,11.59
2024-03-05,371,Monitor,4,673.94
2024-01-23,867,Monitor,5,997.09
2024-04-11,789,Laptop,1,504.5
2024-02-10,810,Monitor,3,59.34
2024-01-14,829,Mouse,2,551.93
2024-06-27,512,Keyboard,5,432.01
2023-07-31,828,Laptop,3,478.95
